profile_key,model_family,make,model_variants,aircraft_category,typical_engine_type,typical_engine_count,total_incidents,first_incident_year,last_incident_year,years_in_record,incidents_per_year,destroyed_count,substantial_count,minor_damage_count,pct_destroyed,pct_substantial,pct_minor,total_fatal_incidents,total_fatal_injuries,total_serious_injuries,total_minor_injuries,pct_fatal_incidents,avg_fatals_per_fatal_incident,imc_incidents,vmc_incidents,pct_imc,top_soe_group,top_finding,top_phase,kw_engine_failure_pct,kw_fuel_exhaustion_pct,kw_loss_of_control_pct,kw_weather_factor_pct,kw_mechanical_pct,kw_pilot_error_pct,kw_runway_excursion_pct,kw_fire_pct,kw_structural_pct,kw_bird_strike_pct,avg_severity_score_all_time,avg_severity_score_recent3yr,severity_trend,trend_delta,risk_score,risk_tier,risk_rationale,sample_probable_cause,sample_finding,gold_generated_at,incident_mkeys
147,CAMERON BALLOONS US A-225,CAMERON BALLOONS US,A-225,BALL,,,2,2025,2025,1,2.00,0,0,0,0.0,0.0,0.0,0,0,2,1,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,11.00,11.00,Stable,0.00,7.85,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 11.00 | Top cause: Unknown | Trend: Stable,"The balloon pilot’s improper landing, which resulted in serious injury to a passenger. Contributing to the accident was the pilot’s failure to brief the proper landing procedure.","Personnel issues - Task performance - Communication (personnel) - Issuing instructions - Pilot, Personnel issues - Experience/knowledge - Knowledge - Knowledge of procedures - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome",2026-04-03 04:05:44.842659+00:00,202082|201036
148,CESSNA 182F,CESSNA,182F,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,1,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,11.00,11.00,Stable,0.00,7.85,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 11.00 | Top cause: Unknown | Trend: Stable,A failure of the nose wheel steering shaft and subsequent rotation of the nosewheel which resulted in the collapse of the nose landing gear during landing.,Aircraft - Aircraft systems - Landing gear system - Landing gear steering system - Failure,2026-04-03 04:05:44.842659+00:00,201069|200426
149,SCHWEIZER AIRCRAFT CORP G-164B,SCHWEIZER AIRCRAFT CORP,G-164B,AIR,TP,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,1,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,11.00,11.00,Stable,0.00,7.85,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 11.00 | Top cause: Unknown | Trend: Stable,The pilot’s exceedance of the critical angle of attack which resulted in an aerodynamic stall at an altitude too low to recover.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",2026-04-03 04:05:44.842659+00:00,200980|200561
150,CESSNA 182B,CESSNA,182B,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,2,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.00,11.00,Stable,0.00,7.85,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 11.00 | Top cause: Unknown | Trend: Stable,"The pilot's decision to land on an unsuitable landing surface, which resulted in a nose-over.","Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Effect on operation, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",2026-04-03 04:05:44.842659+00:00,200514|200007
163,SCODA AERONAUTICA LTDA SUPER,SCODA AERONAUTICA LTDA,"SUPER PETREL LS, SUPER PETREL XP",AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,2,0.0,Abnormal Runway Contact,Aircraft Gear extension and retract sys - Not used/operated,Landing,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,50.0,0.0,9.00,9.00,Stable,0.00,7.15,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Abnormal Runway Contact | Trend: Stable,"The airplane’s collision with a submerged object during landing, which resulted in substantial damage to the fuselage/hull.",Environmental issues - Physical environment - Object/animal/substance - Hidden/submerged object - Effect on equipment,2026-04-03 04:05:44.842659+00:00,200866|200357
151,CESSNA 182H,CESSNA,182H,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,2,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0,0.0,11.00,11.00,Stable,0.00,7.85,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 11.00 | Top cause: Unknown | Trend: Stable,"The pilot’s failure to maintain a proper approach path during landing which resulted in a collision with terrain short of the runway. Contributing to the accident was the improper flap position during landing, and the pilot being fatigued.","Aircraft - Aircraft systems - Flight control system - TE flap control system - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Physical - Alertness/Fatigue - Lack of sleep - Pilot",2026-04-03 04:05:44.842659+00:00,201949|201820
152,MOONEY M20M,MOONEY,M20M,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,1,0.0,0.00,0,1,0.0,Abnormal Runway Contact,Personnel issues Use of equip/system - Pilot,Landing,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,11.00,11.00,Stable,0.00,7.85,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 11.00 | Top cause: Abnormal Runway Contact | Trend: Stable,The pilot’s failure to maintain directional control while landing with a crosswind.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation",2026-04-03 04:05:44.842659+00:00,200809|200432
153,CZECH SPORT AIRCRAFT A S SPORTCRUISER,CZECH SPORT AIRCRAFT A S,SPORTCRUISER,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,1,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,11.00,11.00,Stable,0.00,7.85,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 11.00 | Top cause: Unknown | Trend: Stable,"The pilot’s failure to maintain clearance from trees and terrain while maneuvering for a precautionary landing, at low altitude and at night.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",2026-04-03 04:05:44.842659+00:00,201975|200311
154,CESSNA U206,CESSNA,U206,AIR,REC,1.0,4,2025,2026,2,2.00,0,3,1,0.0,75.0,25.0,0,0,3,0,0.0,0.00,0,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25,10.25,Stable,0.00,7.59,Low,Incidents: 4 | Fatals: 0 | Destroyed: 0 | Avg severity: 10.25 | Top cause: Unknown | Trend: Stable,"The pilot experiencing the featureless terrain illusion during the approach which gave the perception that the airplane was at a higher altitude over the glassy water surface than it was, resulting in the airplane impacting the water.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Glassy surface - Contributed to outcome, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Glassy surface - Awareness of condition, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Glassy surface - Effect on personnel, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Psychological - Perception/orientation/illusion - Visual illusion/disorientation - Pilot",2026-04-03 04:05:44.842659+00:00,202651|201031|200352|200260
155,CESSNA 182M,CESSNA,182M,AIR,REC,1.0,4,2025,2026,2,2.00,0,4,0,0.0,100.0,0.0,0,0,0,1,0.0,0.00,0,4,0.0,Abnormal Runway Contact,,Landing,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,10.00,10.00,Stable,0.00,7.50,Low,Incidents: 4 | Fatals: 0 | Destroyed: 0 | Avg severity: 10.00 | Top cause: Abnormal Runway Contact | Trend: Stable,"The pilot’s inadequate preflight inspection and fuel planning, which resulted in a total loss of engine power due to fuel exhaustion.","Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Personnel issues - Task performance - Inspection - Preflight inspection - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level",2026-04-03 04:05:44.842659+00:00,202628|201755|200717|200332
156,BOEING 737-924ER,BOEING,737-924ER,AIR,TF,2.0,2,2025,2025,1,2.00,0,1,0,0.0,50.0,0.0,0,0,2,1,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.00,10.00,Stable,0.00,7.50,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 10.00 | Top cause: Unknown | Trend: Stable,"The airplane’s inadvertent encounter with convective turbulence during descent, which resulted in serious injuries to two flight attendants.",Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel,2026-04-03 04:05:44.842659+00:00,200488|200351
157,BOEING 727,BOEING,727,AIR,TJ,,3,2025,2025,1,3.00,0,0,1,0.0,0.0,33.3,0,0,0,0,0.0,0.00,0,1,0.0,Fire,,Enroute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.00,4.00,Stable,0.00,7.40,Low,Incidents: 3 | Fatals: 0 | Destroyed: 0 | Avg severity: 4.00 | Top cause: Fire | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,202160|202163|200885
158,PIPER PA-31,PIPER,"PA-31, PA-31 T",AIR,TP,2.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,7.15,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Unknown | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,202000|201809
159,BEECH S35,BEECH,S35,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,2,0.0,Abnormal Runway Contact,Personnel issues Lack of action - Pilot,Landing,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,50.0,0.0,9.00,9.00,Stable,0.00,7.15,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Abnormal Runway Contact | Trend: Stable,The pilot’s inadvertent retraction of the landing gear after landing.,"Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot",2026-04-03 04:05:44.842659+00:00,201846|200781
160,EUROCOPTER AS,EUROCOPTER,"AS 350 B2, AS 350 B3",HELI,,,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,2,0.0,Abnormal Runway Contact,,Takeoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,7.15,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Abnormal Runway Contact | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,201935|200840
161,PIPER PA-24-260,PIPER,PA-24-260,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,7.15,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Unknown | Trend: Stable,The pilot’s failure to extend the landing gear before landing and his failure to conduct the before landing checklist.,"Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot",2026-04-03 04:05:44.842659+00:00,201765|200391
164,CESSNA T210N,CESSNA,T210N,AIR,,,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,7.15,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Unknown | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,200615|200057
165,CHAMPION 7FC,CHAMPION,7FC,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,7.15,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Unknown | Trend: Stable,"The pilot’s improper landing flare, which resulted in a hard landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",2026-04-03 04:05:44.842659+00:00,200977|200718
166,CHAMPION 7GCBC,CHAMPION,7GCBC,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,2,0.0,CFIT,,Enroute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,7.15,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: CFIT | Trend: Stable,A total loss of engine power on approach due to carburetor ice.,"Aircraft - Aircraft power plant - Engine fuel and control - Fuel control/carburetor - Not specified, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to carburetor icing - Effect on equipment",2026-04-03 04:05:44.842659+00:00,200961|200074
167,PIPER PA22,PIPER,PA22,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,7.15,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Unknown | Trend: Stable,The pilot’s failure to maintain directional control while landing in a crosswind.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",2026-04-03 04:05:44.842659+00:00,201725|200286
168,CESSNA 170A,CESSNA,170A,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,2,0.0,Loss of Control (Ground),Personnel issues Aircraft control - Pilot,Landing,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,7.15,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Loss of Control (Ground) | Trend: Stable,The pilot’s failure to maintain directional control during landing in crosswind conditions.,"Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Crosswind correction - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",2026-04-03 04:05:44.842659+00:00,200921|200008
169,PIPER PA28R,PIPER,PA28R,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,7.15,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Unknown | Trend: Stable,The pilot’s failure to extend the landing gear before landing.,"Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated, Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot",2026-04-03 04:05:44.842659+00:00,201777|201033
170,PIPER PA-22-160,PIPER,PA-22-160,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,2,0.0,Abnormal Runway Contact,Aircraft Main landing gear attach sec - Fatigue/wear/corrosion,Landing,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,50.0,0.0,9.00,9.00,Stable,0.00,7.15,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Abnormal Runway Contact | Trend: Stable,The pilot's failure to maintain directional control during the landing roll with a quartering tailwind.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation",2026-04-03 04:05:44.842659+00:00,200819|200509
171,CESSNA 185,CESSNA,185,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,7.15,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Unknown | Trend: Stable,The pilot’s failure to maintain directional control while landing in shifting wind conditions.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Sudden wind shift - Effect on operation",2026-04-03 04:05:44.842659+00:00,202188|200011
172,BURKHART GROB FLUGZEUGBAU G102,BURKHART GROB FLUGZEUGBAU,"G102 ASTIR CS, G102 CLUB ASTIR IIIB",GLI,,,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,2,0.0,Loss of Control (Ground),Aircraft Directional control - Not attained/maintained,Takeoff,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,7.15,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Loss of Control (Ground) | Trend: Stable,The pilot’s failure to maintain control during landing roll that resulted in an impact with terrain.,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained,2026-04-03 04:05:44.842659+00:00,201840|200850
173,PIPER PA-20,PIPER,PA-20,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,1,0.0,Loss of Control (Ground),,Landing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,7.15,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Loss of Control (Ground) | Trend: Stable,The pilot’s aggressive brake application which resulted in a loss of directional control and a ground loop.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",2026-04-03 04:05:44.842659+00:00,200846|200575
174,AMAZON.COM SERVICES LLC MK30,AMAZON.COM SERVICES LLC,MK30,HELI,,,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,7.15,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Unknown | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,201774|201773
175,LUSCOMBE 8A,LUSCOMBE,8A,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,2,0.0,,,,0.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,7.15,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Unknown | Trend: Stable,The pilot’s inadequate fuel planning and his failure to adequately monitor the fuel level during the flight which resulted in a total loss of engine power due to fuel exhaustion.,"Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring equip/instruments - Pilot",2026-04-03 04:05:44.842659+00:00,202004|200477
176,PIPER PA-18-135,PIPER,PA-18-135,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,7.15,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Unknown | Trend: Stable,The pilot’s failure to maintain directional control during landing in gusting and variable wind conditions.,"Environmental issues - Conditions/weather/phenomena - Wind - Variable wind - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",2026-04-03 04:05:44.842659+00:00,200520|200478
177,BEECH C23,BEECH,C23,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,7.15,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Unknown | Trend: Stable,The pilot’s failure to maintain control of the airplane during a go around which resulted in an aerodynamic stall. Contributing to the accident was the loss of directional control during the landing roll.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Capability exceeded, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",2026-04-03 04:05:44.842659+00:00,201870|201006
178,CESSNA 208B,CESSNA,208B,AIR,TP,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,0,0,0,0,0.0,0.00,0,1,0.0,Abnormal Runway Contact,Aircraft Airspeed - Not attained/maintained,Landing,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,9.00,9.00,Stable,0.00,7.15,Low,Incidents: 2 | Fatals: 0 | Destroyed: 0 | Avg severity: 9.00 | Top cause: Abnormal Runway Contact | Trend: Stable,"The pilot’s decision to continue an unstabilized approach, which resulted in a landing touchdown with insufficient runway remaining and a subsequent runway overrun and a collision with a fence.","Aircraft - Aircraft oper/perf/capability - Aircraft capability - Landing distance - Capability exceeded, Aircraft - Aircraft oper/perf/capability - Aircraft capability - Braking capability - Capability exceeded, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Psychological - Perception/orientation/illusion - Situational awareness - Pilot, Personnel issues - Action/decision - Action - Delayed action - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Action/decision - Action - Incorrect action selection - Pilot",2026-04-03 04:05:44.842659+00:00,201705|200685
179,PIPER PA-24-250,PIPER,PA-24-250,AIR,REC,1.0,3,2025,2026,2,1.50,0,3,0,0.0,100.0,0.0,0,0,1,0,0.0,0.00,0,2,0.0,System/Component Failure (Powerplant),,Enroute,0.0,0.0,0.0,0.0,33.3,33.3,0.0,0.0,0.0,0.0,11.67,11.67,Stable,0.00,7.08,Low,Incidents: 3 | Fatals: 0 | Destroyed: 0 | Avg severity: 11.67 | Top cause: System/Component Failure (Powerplant) | Trend: Stable,The pilot’s failure to ensure that the landing gear was properly extended before landing. Contributing to the accident was the pilot’s unfamiliarity with the landing gear warning horn and failure to verify the gear was extended with the cockpit position indicators.,"Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring equip/instruments - Pilot, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated",2026-04-03 04:05:44.842659+00:00,202694|201892|200924
180,AIR TRACTOR INC AT-502B,AIR TRACTOR INC,AT-502B,AIR,TP,1.0,3,2025,2026,2,1.50,0,3,0,0.0,100.0,0.0,0,0,0,1,0.0,0.00,0,3,0.0,Loss of Control (Inflight),Environmental issues Variable wind - Contributed to outcome,Landing,0.0,0.0,33.3,0.0,33.3,33.3,0.0,0.0,0.0,0.0,10.33,10.33,Stable,0.00,6.62,Low,Incidents: 3 | Fatals: 0 | Destroyed: 0 | Avg severity: 10.33 | Top cause: Loss of Control (Inflight) | Trend: Stable,"The pilot’s loss of control during the spray pass, which resulted in impact with vegetation and terrain.",Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,2026-04-03 04:05:44.842659+00:00,202571|200748|200378
181,CESSNA 195,CESSNA,195,AIR,REC,1.0,3,2025,2026,2,1.50,0,3,0,0.0,100.0,0.0,0,0,0,2,0.0,0.00,0,2,0.0,Abnormal Runway Contact,,Landing,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,10.33,10.33,Stable,0.00,6.62,Low,Incidents: 3 | Fatals: 0 | Destroyed: 0 | Avg severity: 10.33 | Top cause: Abnormal Runway Contact | Trend: Stable,The pilot’s failure to maintain airplane control during an attempted go-around.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",2026-04-03 04:05:44.842659+00:00,202685|202080|200767
